Name
sync
authenticate
close
save
create
define
belongsToMany
hasMany
belongsTo
hasOne
findAll
get
set
update
up
where
scope
findOne
down
toJSON
findAndCountAll
col
count
max
init
drop
min
query
transaction
addColumn
removeColumn
createTable
dropTable
addIndex
commit
rollback
literal
addScope
destroy
increment
random
accessLevel
bulkCreate
import
changed
upsert
addConstraint
reload
fn
RANGE
ARRAY
BLOB
ENUM
Query
getQueryInterface
changeColumn
decrement
restore
afterSave
useCLS
afterCommit
addHook
findOrCreate
beforeCreate
afterValidate
removeHook
beforeUpdate
beforeConnect
afterConnect
beforeDisconnect
afterDisconnect
beforePoolAcquire
afterPoolAcquire
beforeValidate
validationFailed
beforeSave
beforeDestroy
afterCreate
afterUpdate
afterDestroy
beforeBulkCreate
beforeBulkUpdate
beforeBulkDestroy
afterBulkCreate
afterBulkUpdate
afterBulkDestroy
build
hasOwnProperty
getConnection
releaseConnection
parse
validate
_sanitize
_stringify
classToInvokable
sum
findByPk
getDataValue
setDataValue
get[Model]
set[Model]
create[Model]
get[Model]s
count[Model]s
has[Model]s
set[Model]s
add[Model]
add[Model]s
remove[Model]
remove[Model]s
create[Model]
has[Model]
