Name
init
sync
create
toJSON
authenticate
close
define
belongsToMany
findOne
hasMany
belongsTo
findAll
bulkCreate
addScope
findAndCountAll
addHook
hasOne
get[Model]
set[Model]
create[Model]
get[Model]s
count[Model]s
has[Model]s
set[Model]s
add[Model]
add[Model]s
remove[Model]
remove[Model]s
create[Model]
has[Model]
findByPk
get
build
getDataValue
set
setDataValue
drop
save
update
destroy
reload
increment
decrement
bulkCreate
fn
col
literal
random
count
max
min
sum
findOne
findOrCreate
findAndCountAll
restore
query
import
initPools
hasOwnProperty
close
getConnection
Query
releaseConnection
toSql
validate
_sanitize
_stringify
parse
classToInvokable
inherits
beforeCreate
afterValidate
addHook
removeHook
beforeCreate
beforeUpdate
beforeConnect
afterConnect
beforeDisconnect
afterDisconnect
beforePoolAcquire
afterPoolAcquire
beforeValidate
afterValidate
validationFailed
beforeCreate
beforeUpdate
beforeSave
beforeDestroy
afterCreate
afterUpdate
afterSave
afterDestroy
beforeBulkCreate
beforeBulkUpdate
beforeBulkDestroy
afterBulkCreate
afterBulkUpdate
afterBulkDestroy
transaction
up
down
addColumn
removeColumn
createTable
dropTable
addIndex
commit
rollback
RANGE
ARRAY
BLOB
ENUM
where
getQueryInterface
addColumn
changeColumn
removeColumn
createTable
accessLevel
scope
addScope
hasMany
literal
commit
rollback
useCLS
afterCommit
afterSave
changed
bulkCreate
upsert
addConstraint
